Time,Price,Lots,Side,Classification,ContributesTo,IcebergFlag,IcebergRefills,IcebergTotalVol,InversionActive,CompositePct,MarketPhase
55:00.4,7247.75,21,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,104,INVERT,57,NEUTRAL
55:03.1,7247.5,2,SELL,INVERTED,NET,ICEBERG_BID,7,106,INVERT,57.3,NEUTRAL
55:05.3,7247.75,35,SELL,INVERTED,NET+TIDE,ICEBERG_BID,7,116,INVERT,57.4,NEUTRAL
55:06.4,7248,35,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,47,INVERT,57.9,NEUTRAL
55:09.3,7247.75,2,SELL,INVERTED,NET,ICEBERG_BID,7,105,INVERT,57.1,NEUTRAL
55:09.7,7247.75,8,BUY,INVERTED,NET,ICEBERG_ASK,6,55,INVERT,57.2,NEUTRAL
55:09.7,7247.75,2,SELL,INVERTED,NET,ICEBERG_BID,8,107,INVERT,57.1,NEUTRAL
55:09.8,7248,26,SELL,INVERTED,NET+TIDE,,,,INVERT,57.2,NEUTRAL
55:09.8,7248.25,26,BUY,INVERTED,NET+TIDE,,,,INVERT,57.8,NEUTRAL
55:09.8,7248.5,17,BUY,INVERTED,NET+TIDE,,,,INVERT,57.2,NEUTRAL
55:09.8,7248.75,17,BUY,INVERTED,NET+TIDE,,,,INVERT,56.8,NEUTRAL
55:09.8,7249,13,BUY,INVERTED,NET+TIDE,,,,INVERT,56.4,NEUTRAL
55:11.1,7248.25,21,BUY,INVERTED,NET+TIDE,,,,INVERT,56.3,NEUTRAL
55:12.2,7248.5,2,BUY,INVERTED,NET,ICEBERG_ASK,3,36,INVERT,56.1,NEUTRAL
55:12.2,7248.25,10,SELL,INVERTED,NET+TIDE,,,,INVERT,56.1,NEUTRAL
55:12.4,7248.5,8,SELL,INVERTED,NET,,,,INVERT,56.5,NEUTRAL
55:12.4,7248.25,1,SELL,REAL_SMALL,NET,,,,FACE,56.7,NEUTRAL
55:13.0,7248.25,9,BUY,INVERTED,NET,ICEBERG_ASK,4,45,INVERT,56.7,NEUTRAL
55:13.1,7248.25,2,SELL,INVERTED,NET,,,,INVERT,56.6,NEUTRAL
55:13.2,7248.25,4,BUY,INVERTED,NET,ICEBERG_ASK,5,49,INVERT,56.8,NEUTRAL
55:14.7,7248,8,SELL,INVERTED,NET,,,,INVERT,56.4,NEUTRAL
55:14.9,7248,5,BUY,INVERTED,NET,,,,INVERT,56.4,NEUTRAL
55:16.1,7247.75,3,SELL,INVERTED,NET,,,,INVERT,56.3,NEUTRAL
55:17.1,7247.75,1,BUY,REAL_SMALL,NET,,,,FACE,56.3,NEUTRAL
55:17.7,7247.5,40,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,3,46,INVERT,56.3,NEUTRAL
55:23.9,7247.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,4,47,FACE,55.3,NEUTRAL
55:24.1,7247.5,6,BUY,INVERTED,NET,ICEBERG_ASK,5,53,INVERT,55.3,NEUTRAL
55:24.7,7247.5,26,SELL,INVERTED,NET+TIDE,,,,INVERT,55.1,NEUTRAL
55:25.5,7247.75,8,BUY,INVERTED,NET,,,,INVERT,55.3,NEUTRAL
55:26.6,7247.25,1,SELL,REAL_SMALL,NET,,,,FACE,55.2,NEUTRAL
55:27.7,7247.5,1,BUY,REAL_SMALL,NET,,,,FACE,55.3,NEUTRAL
55:28.8,7247.5,3,SELL,INVERTED,NET,,,,INVERT,55.4,NEUTRAL
55:32.2,7247.5,9,BUY,INVERTED,NET,,,,INVERT,55.5,NEUTRAL
55:32.3,7247.25,33,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,4,51,INVERT,55.4,NEUTRAL
55:33.6,7247,1,SELL,REAL_SMALL,NET,,,,FACE,54.7,NEUTRAL
55:38.6,7247.25,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,5,52,FACE,54.7,NEUTRAL
55:38.7,7247.25,4,SELL,INVERTED,NET,,,,INVERT,54.7,NEUTRAL
55:39.9,7247.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,6,53,FACE,54.8,NEUTRAL
55:40.6,7247.25,18,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,7,71,INVERT,54.7,NEUTRAL
55:44.0,7247.5,23,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,8,94,INVERT,54.4,NEUTRAL
55:47.3,7247.25,16,SELL,INVERTED,NET+TIDE,,,,INVERT,54.1,NEUTRAL
55:47.3,7247,16,SELL,INVERTED,NET+TIDE,,,,INVERT,54.1,NEUTRAL
55:48.4,7246.75,2,SELL,INVERTED,NET,,,,INVERT,54.3,NEUTRAL
55:49.2,7247.25,10,BUY,INVERTED,NET+TIDE,,,,INVERT,54.3,NEUTRAL
55:53.3,7247,8,SELL,INVERTED,NET,ICEBERG_BID,7,35,INVERT,54.2,NEUTRAL
55:54.7,7247.25,10,BUY,INVERTED,NET+TIDE,,,,INVERT,54.3,NEUTRAL
55:54.8,7247,8,SELL,INVERTED,NET,,,,INVERT,54.2,NEUTRAL
55:55.0,7247,5,BUY,INVERTED,NET,,,,INVERT,54.1,NEUTRAL
55:55.4,7246.75,6,SELL,INVERTED,NET,ICEBERG_BID,3,30,INVERT,54,NEUTRAL
55:57.5,7247,3,SELL,INVERTED,NET,ICEBERG_BID,7,37,INVERT,54,NEUTRAL
55:58.7,7247.25,1,BUY,REAL_SMALL,NET,,,,FACE,54,NEUTRAL
55:59.4,7247,3,SELL,INVERTED,NET,ICEBERG_BID,4,33,INVERT,54.1,NEUTRAL
56:00.0,7246.75,1,SELL,REAL_SMALL,NET,ICEBERG_BID,5,34,FACE,53.9,NEUTRAL
56:02.8,7247,14,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,40,INVERT,53.9,NEUTRAL
56:03.0,7247,23,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,57,INVERT,53.8,NEUTRAL
56:07.0,7246.75,20,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,6,60,INVERT,54.1,NEUTRAL
56:13.1,7246.5,17,SELL,INVERTED,NET+TIDE,ICEBERG_BID,7,74,INVERT,53.8,NEUTRAL
56:21.2,7246.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,6,51,FACE,54,NEUTRAL
56:29.2,7246.75,6,SELL,INVERTED,NET,ICEBERG_BID,5,50,INVERT,53.9,NEUTRAL
56:29.2,7247,7,SELL,INVERTED,NET,ICEBERG_BID,6,57,INVERT,54,NEUTRAL
56:30.8,7247.25,5,SELL,INVERTED,NET,ICEBERG_BID,5,58,INVERT,53.9,NEUTRAL
56:31.8,7247.25,12,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,4,47,INVERT,54.3,NEUTRAL
56:32.0,7247.25,6,SELL,INVERTED,NET,ICEBERG_BID,6,64,INVERT,54.1,NEUTRAL
56:33.5,7247.25,3,BUY,INVERTED,NET,ICEBERG_ASK,4,36,INVERT,54.2,NEUTRAL
56:36.7,7247.25,21,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,62,INVERT,54.2,NEUTRAL
56:36.8,7247.25,12,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,48,INVERT,54.6,NEUTRAL
56:42.4,7247,13,SELL,INVERTED,NET+TIDE,ICEBERG_BID,7,75,INVERT,54.3,NEUTRAL
56:43.8,7247.25,11,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,39,INVERT,54.4,NEUTRAL
56:43.8,7247.25,11,SELL,INVERTED,NET+TIDE,,,,INVERT,54.4,NEUTRAL
56:49.8,7247.5,44,SELL,INVERTED,NET+TIDE,,,,INVERT,54.4,NEUTRAL
56:51.3,7247.5,47,BUY,INVERTED,NET+TIDE,,,,INVERT,55.2,NEUTRAL
56:55.8,7247.5,5,SELL,INVERTED,NET,ICEBERG_BID,3,60,INVERT,54.3,NEUTRAL
56:58.1,7247.75,17,BUY,INVERTED,NET+TIDE,,,,INVERT,54.4,NEUTRAL
56:58.4,7247.5,18,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,56,INVERT,54.2,NEUTRAL
56:59.3,7247.25,5,BUY,INVERTED,NET,ICEBERG_ASK,6,61,INVERT,53.8,NEUTRAL
57:00.6,7247,1,SELL,REAL_SMALL,NET,ICEBERG_BID,5,46,FACE,53.8,NEUTRAL
57:04.6,7247.25,2,BUY,INVERTED,NET,ICEBERG_ASK,5,48,INVERT,53.7,NEUTRAL
57:13.2,7247.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,4,61,FACE,53.8,NEUTRAL
57:13.2,7247.5,20,SELL,INVERTED,NET+TIDE,ICEBERG_BID,5,81,INVERT,53.8,NEUTRAL
57:13.2,7247.75,27,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,108,INVERT,54.4,NEUTRAL
57:13.2,7248,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,3,65,FACE,54.5,NEUTRAL
57:14.2,7247.75,54,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,151,INVERT,54.5,NEUTRAL
57:18.0,7247.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,4,66,FACE,55,NEUTRAL
57:18.7,7248,24,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,90,INVERT,55,NEUTRAL
57:21.4,7247.75,2,SELL,INVERTED,NET,ICEBERG_BID,6,109,INVERT,54.5,NEUTRAL
57:21.4,7247.75,15,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,58,INVERT,54.5,NEUTRAL
57:23.1,7247.5,22,SELL,INVERTED,NET+TIDE,ICEBERG_BID,7,131,INVERT,54.2,NEUTRAL
57:23.1,7247.5,16,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,4,41,INVERT,54.6,NEUTRAL
57:23.8,7247.25,7,SELL,INVERTED,NET,,,,INVERT,54.3,NEUTRAL
57:25.2,7247.25,17,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,58,INVERT,54.3,NEUTRAL
57:26.6,7247,14,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,6,72,INVERT,54,NEUTRAL
57:27.0,7246.75,1,SELL,REAL_SMALL,NET,,,,FACE,53.8,NEUTRAL
57:29.1,7246.75,16,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,6,70,INVERT,53.9,NEUTRAL
57:29.3,7246.5,3,SELL,INVERTED,NET,,,,INVERT,53.8,NEUTRAL
57:31.0,7246.75,6,BUY,INVERTED,NET,ICEBERG_ASK,6,71,INVERT,53.8,NEUTRAL
57:33.0,7246.5,5,SELL,INVERTED,NET,,,,INVERT,54.1,NEUTRAL
57:34.5,7246.75,2,SELL,INVERTED,NET,,,,INVERT,54.2,NEUTRAL
57:34.5,7246.75,20,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,7,91,INVERT,54.6,NEUTRAL
57:34.5,7246.5,23,BUY,INVERTED,NET+TIDE,,,,INVERT,54,NEUTRAL
57:34.6,7246.25,23,BUY,INVERTED,NET+TIDE,,,,INVERT,53.7,NEUTRAL
57:34.6,7246,27,SELL,INVERTED,NET+TIDE,,,,INVERT,53.2,NEUTRAL
57:38.5,7246.25,38,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,3,84,INVERT,53.7,NEUTRAL
57:38.6,7246,22,BUY,INVERTED,NET+TIDE,,,,INVERT,53.3,NEUTRAL
57:38.6,7245.75,20,BUY,INVERTED,NET+TIDE,,,,INVERT,52.7,NEUTRAL
57:38.6,7245.5,37,BUY,INVERTED,NET+TIDE,,,,INVERT,52.6,NEUTRAL
57:38.6,7245,13,SELL,INVERTED,NET+TIDE,,,,INVERT,51.8,NEUTRAL
57:38.6,7245.75,1,BUY,REAL_SMALL,NET,,,,FACE,52,NEUTRAL
57:38.6,7245.5,3,BUY,INVERTED,NET,ICEBERG_ASK,3,41,INVERT,52.2,NEUTRAL
57:38.6,7245,10,SELL,INVERTED,NET+TIDE,,,,INVERT,52,NEUTRAL
57:38.6,7244.75,13,SELL,INVERTED,NET+TIDE,,,,INVERT,52.1,NEUTRAL
57:38.6,7245,1,SELL,REAL_SMALL,NET,,,,FACE,52.3,NEUTRAL
57:38.6,7245.25,5,BUY,INVERTED,NET,ICEBERG_ASK,4,46,INVERT,52.2,NEUTRAL
57:38.6,7245.5,2,BUY,INVERTED,NET,ICEBERG_ASK,5,48,INVERT,52.2,NEUTRAL
57:38.7,7245.25,15,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,6,63,INVERT,51.9,NEUTRAL
57:38.7,7245.25,2,SELL,INVERTED,NET,,,,INVERT,51.6,NEUTRAL
57:38.7,7245,6,SELL,INVERTED,NET,,,,INVERT,51.3,NEUTRAL
57:38.7,7245.25,9,SELL,INVERTED,NET,,,,INVERT,51.8,NEUTRAL
57:41.4,7245.25,3,BUY,INVERTED,NET,ICEBERG_ASK,7,66,INVERT,52,NEUTRAL
57:41.5,7245.5,11,SELL,INVERTED,NET+TIDE,ICEBERG_BID,5,40,INVERT,51.9,NEUTRAL
57:41.5,7245.75,27,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,67,INVERT,52.1,NEUTRAL
57:41.5,7246,18,SELL,INVERTED,NET+TIDE,,,,INVERT,52.3,NEUTRAL
57:41.5,7246.25,27,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,3,69,INVERT,52.6,NEUTRAL
57:41.5,7246.5,17,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,8,83,INVERT,52.1,NEUTRAL
57:41.5,7246,1,SELL,REAL_SMALL,NET,ICEBERG_BID,7,68,FACE,52,NEUTRAL
57:41.5,7245.75,3,SELL,INVERTED,NET,ICEBERG_BID,8,71,INVERT,51.9,NEUTRAL
57:41.5,7246,3,SELL,INVERTED,NET,ICEBERG_BID,9,74,INVERT,52,NEUTRAL
57:41.5,7245.75,3,SELL,INVERTED,NET,ICEBERG_BID,10,77,INVERT,51.8,NEUTRAL
57:41.5,7246,1,SELL,REAL_SMALL,NET,ICEBERG_BID,11,78,FACE,51.9,NEUTRAL
57:41.5,7245.75,11,SELL,INVERTED,NET+TIDE,ICEBERG_BID,12,89,INVERT,52,NEUTRAL
57:41.5,7245.5,22,SELL,INVERTED,NET+TIDE,ICEBERG_BID,13,111,INVERT,52,NEUTRAL
57:41.5,7245.75,9,SELL,INVERTED,NET,ICEBERG_BID,14,120,INVERT,52,NEUTRAL
57:41.6,7246,11,SELL,INVERTED,NET+TIDE,ICEBERG_BID,15,131,INVERT,52,NEUTRAL
57:41.8,7246,14,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,9,97,INVERT,52.1,NEUTRAL
57:41.8,7246,1,SELL,REAL_SMALL,NET,,,,FACE,51.8,NEUTRAL
57:42.6,7246.25,5,BUY,INVERTED,NET,ICEBERG_ASK,10,102,INVERT,51.7,NEUTRAL
57:44.2,7246,1,SELL,REAL_SMALL,NET,,,,FACE,51.7,NEUTRAL
57:46.2,7246.25,2,SELL,INVERTED,NET,,,,INVERT,51.7,NEUTRAL
57:46.9,7246.5,7,BUY,INVERTED,NET,ICEBERG_ASK,4,76,INVERT,51.6,NEUTRAL
57:48.1,7246.5,1,SELL,REAL_SMALL,NET,,,,FACE,51.5,NEUTRAL
57:48.9,7246.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,5,77,FACE,51.6,NEUTRAL
57:49.7,7246.75,5,SELL,INVERTED,NET,,,,INVERT,51.5,NEUTRAL
57:50.0,7247,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,6,78,FACE,51.7,NEUTRAL
57:52.1,7246.75,16,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,7,94,INVERT,51.7,NEUTRAL
57:52.2,7246.5,17,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,11,119,INVERT,51.3,NEUTRAL
57:52.2,7246,25,SELL,INVERTED,NET+TIDE,ICEBERG_BID,16,156,INVERT,51.2,NEUTRAL
57:52.2,7245.75,23,SELL,INVERTED,NET+TIDE,ICEBERG_BID,17,179,INVERT,51.6,NEUTRAL
57:52.2,7246,5,SELL,INVERTED,NET,ICEBERG_BID,18,184,INVERT,52.1,NEUTRAL
57:52.2,7245.75,13,SELL,INVERTED,NET+TIDE,ICEBERG_BID,19,197,INVERT,52.2,NEUTRAL
57:52.2,7245.5,11,SELL,INVERTED,NET+TIDE,ICEBERG_BID,20,208,INVERT,52.3,NEUTRAL
57:52.2,7246,9,SELL,INVERTED,NET,ICEBERG_BID,21,217,INVERT,52.4,NEUTRAL
57:52.2,7245.75,1,SELL,REAL_SMALL,NET,ICEBERG_BID,22,218,FACE,52.5,NEUTRAL
57:52.8,7246,9,SELL,INVERTED,NET,ICEBERG_BID,7,37,INVERT,52.5,NEUTRAL
57:54.2,7246.25,3,BUY,INVERTED,NET,ICEBERG_ASK,12,122,INVERT,52.5,NEUTRAL
57:54.2,7246,4,SELL,INVERTED,NET,ICEBERG_BID,23,222,INVERT,52.5,NEUTRAL
57:54.2,7245.75,18,SELL,INVERTED,NET+TIDE,ICEBERG_BID,24,240,INVERT,52.5,NEUTRAL
57:54.4,7246,9,SELL,INVERTED,NET,ICEBERG_BID,8,46,INVERT,52.8,NEUTRAL
57:54.8,7246.25,9,SELL,INVERTED,NET,ICEBERG_BID,9,55,INVERT,52.9,NEUTRAL
57:54.8,7246.5,12,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,8,106,INVERT,53,NEUTRAL
57:59.0,7246.25,2,SELL,INVERTED,NET,ICEBERG_BID,10,57,INVERT,52.7,NEUTRAL
57:59.0,7246.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,9,107,FACE,52.8,NEUTRAL
57:59.0,7246.25,8,SELL,INVERTED,NET,ICEBERG_BID,25,248,INVERT,52.9,NEUTRAL
57:59.0,7246,16,SELL,INVERTED,NET+TIDE,ICEBERG_BID,26,264,INVERT,53,NEUTRAL
57:59.0,7245.75,15,SELL,INVERTED,NET+TIDE,ICEBERG_BID,27,279,INVERT,52.8,NEUTRAL
57:59.0,7246,1,SELL,REAL_SMALL,NET,ICEBERG_BID,11,58,FACE,53.1,NEUTRAL
58:00.7,7246.25,26,SELL,INVERTED,NET+TIDE,ICEBERG_BID,28,305,INVERT,53,NEUTRAL
58:01.3,7246,4,SELL,INVERTED,NET,ICEBERG_BID,12,62,INVERT,53,NEUTRAL
58:01.8,7246.25,5,SELL,INVERTED,NET,ICEBERG_BID,13,67,INVERT,53,NEUTRAL
58:02.3,7246.5,2,SELL,INVERTED,NET,ICEBERG_BID,14,69,INVERT,53.2,NEUTRAL
58:02.3,7246.25,8,SELL,INVERTED,NET,ICEBERG_BID,15,77,INVERT,53.2,NEUTRAL
58:02.9,7246.5,3,SELL,INVERTED,NET,ICEBERG_BID,16,80,INVERT,53.3,NEUTRAL
58:02.9,7246.5,3,BUY,INVERTED,NET,ICEBERG_ASK,10,110,INVERT,53.3,NEUTRAL
58:03.0,7246.25,5,SELL,INVERTED,NET,ICEBERG_BID,17,85,INVERT,53.3,NEUTRAL
58:03.6,7246.5,3,BUY,INVERTED,NET,ICEBERG_ASK,11,113,INVERT,53.4,NEUTRAL
58:05.2,7246.25,11,SELL,INVERTED,NET+TIDE,ICEBERG_BID,18,96,INVERT,53.2,NEUTRAL
58:05.8,7246.25,8,BUY,INVERTED,NET,ICEBERG_ASK,12,121,INVERT,53.4,NEUTRAL
58:06.0,7246.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,13,122,FACE,53.2,NEUTRAL
58:06.6,7246.5,4,SELL,INVERTED,NET,ICEBERG_BID,19,100,INVERT,53.2,NEUTRAL
58:06.6,7246.25,12,SELL,INVERTED,NET+TIDE,ICEBERG_BID,20,112,INVERT,53.2,NEUTRAL
58:06.8,7246.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,21,113,FACE,53.3,NEUTRAL
58:07.2,7246.5,2,BUY,INVERTED,NET,ICEBERG_ASK,14,124,INVERT,53.4,NEUTRAL
58:08.6,7246.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,22,114,FACE,53.3,NEUTRAL
58:08.6,7246.75,15,SELL,INVERTED,NET+TIDE,ICEBERG_BID,23,129,INVERT,53.4,NEUTRAL
58:11.3,7247,34,SELL,INVERTED,NET+TIDE,,,,INVERT,53.5,NEUTRAL
58:11.3,7247.25,2,BUY,INVERTED,NET,,,,INVERT,54.2,NEUTRAL
58:15.4,7247.25,13,SELL,INVERTED,NET+TIDE,,,,INVERT,54.1,NEUTRAL
58:22.9,7247.5,31,BUY,INVERTED,NET+TIDE,,,,INVERT,54.3,NEUTRAL
58:22.9,7247.75,36,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,3,69,INVERT,53.5,NEUTRAL
58:23.9,7247.5,9,BUY,INVERTED,NET,ICEBERG_ASK,4,78,INVERT,53.1,NEUTRAL
58:25.3,7247.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,3,48,FACE,52.8,NEUTRAL
58:34.5,7247.75,13,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,91,INVERT,52.8,NEUTRAL
58:34.5,7247.5,16,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,6,107,INVERT,52.6,NEUTRAL
58:36.1,7247.25,15,SELL,INVERTED,NET+TIDE,ICEBERG_BID,4,63,INVERT,52.3,NEUTRAL
58:40.1,7247.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,5,64,FACE,52.4,NEUTRAL
58:41.1,7247.25,13,SELL,INVERTED,NET+TIDE,ICEBERG_BID,6,77,INVERT,52.3,NEUTRAL
58:43.5,7247.5,4,SELL,INVERTED,NET,ICEBERG_BID,6,47,INVERT,52.5,NEUTRAL
58:43.7,7247.5,3,BUY,INVERTED,NET,ICEBERG_ASK,6,108,INVERT,52.8,NEUTRAL
58:43.7,7247.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,7,48,FACE,52.7,NEUTRAL
58:44.3,7247.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,7,109,FACE,52.9,NEUTRAL
58:44.3,7247.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,8,110,FACE,52.6,NEUTRAL
58:48.1,7247.25,11,SELL,INVERTED,NET+TIDE,ICEBERG_BID,7,46,INVERT,53.4,NEUTRAL
58:48.2,7247.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,8,47,FACE,53.4,NEUTRAL
58:52.3,7247.5,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,9,111,FACE,53.1,NEUTRAL
58:53.8,7247.25,2,SELL,INVERTED,NET,ICEBERG_BID,9,49,INVERT,53.1,NEUTRAL
58:55.2,7247.25,4,BUY,INVERTED,NET,,,,INVERT,53.1,NEUTRAL
58:59.4,7247,2,SELL,INVERTED,NET,ICEBERG_BID,9,50,INVERT,53,NEUTRAL
58:59.4,7247.25,2,SELL,INVERTED,NET,ICEBERG_BID,10,52,INVERT,53.1,NEUTRAL
58:59.5,7247.5,18,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,7,53,INVERT,53.4,NEUTRAL
59:00.3,7247.75,3,BUY,INVERTED,NET,ICEBERG_ASK,8,56,INVERT,53.4,NEUTRAL
59:00.4,7247.5,2,BUY,INVERTED,NET,ICEBERG_ASK,9,58,INVERT,53.2,NEUTRAL
59:00.6,7247.25,1,SELL,REAL_SMALL,NET,ICEBERG_BID,11,53,FACE,53.1,NEUTRAL
59:00.6,7247.25,6,BUY,INVERTED,NET,,,,INVERT,53.1,NEUTRAL
59:02.1,7247,19,SELL,INVERTED,NET+TIDE,ICEBERG_BID,12,72,INVERT,53.1,NEUTRAL
59:02.5,7247.25,5,BUY,INVERTED,NET,ICEBERG_ASK,10,63,INVERT,53.2,NEUTRAL
59:05.1,7247.25,3,SELL,INVERTED,NET,ICEBERG_BID,13,75,INVERT,53.3,NEUTRAL
59:05.6,7247.5,1,SELL,REAL_SMALL,NET,ICEBERG_BID,14,76,FACE,53.2,NEUTRAL
59:06.6,7247.75,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,9,35,FACE,53.3,NEUTRAL
59:08.0,7247.5,17,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,10,52,INVERT,53.2,NEUTRAL
59:08.0,7247.25,5,BUY,INVERTED,NET,,,,INVERT,53.2,NEUTRAL
59:08.1,7247,21,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,4,36,INVERT,53,NEUTRAL
59:08.3,7246.75,3,SELL,INVERTED,NET,,,,INVERT,52.5,NEUTRAL
59:19.4,7247,15,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,5,51,INVERT,52.5,NEUTRAL
59:26.2,7247.25,5,BUY,INVERTED,NET,,,,INVERT,52.3,NEUTRAL
59:29.4,7247,4,SELL,INVERTED,NET,,,,INVERT,52.3,NEUTRAL
59:37.9,7247.25,9,BUY,INVERTED,NET,,,,INVERT,52.5,NEUTRAL
59:39.3,7247,17,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,3,31,INVERT,52.3,NEUTRAL
59:39.6,7246.75,1,SELL,REAL_SMALL,NET,,,,FACE,51.9,NEUTRAL
59:40.3,7246.75,4,BUY,INVERTED,NET,ICEBERG_ASK,4,35,INVERT,51.9,NEUTRAL
59:41.3,7247,1,BUY,REAL_SMALL,NET,,,,FACE,51.8,NEUTRAL
59:41.3,7246.5,2,SELL,INVERTED,NET,,,,INVERT,51.8,NEUTRAL
59:42.8,7246.75,6,BUY,INVERTED,NET,ICEBERG_ASK,5,41,INVERT,51.7,NEUTRAL
59:44.4,7246.75,5,SELL,INVERTED,NET,,,,INVERT,51.7,NEUTRAL
59:44.9,7247,7,BUY,INVERTED,NET,ICEBERG_ASK,6,48,INVERT,51.7,NEUTRAL
59:46.2,7246.75,1,SELL,REAL_SMALL,NET,,,,FACE,51.7,NEUTRAL
59:49.3,7247,5,SELL,INVERTED,NET,,,,INVERT,51.7,NEUTRAL
59:49.6,7247.25,11,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,7,59,INVERT,51.7,NEUTRAL
59:50.2,7247,2,SELL,INVERTED,NET,,,,INVERT,51.3,NEUTRAL
59:50.4,7247.25,1,BUY,REAL_SMALL,NET,,,,FACE,51.4,NEUTRAL
59:51.7,7247.5,32,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,8,91,INVERT,51.8,NEUTRAL
59:52.9,7247.25,1,BUY,REAL_SMALL,NET,ICEBERG_ASK,9,92,FACE,51,NEUTRAL
59:53.1,7247.25,1,SELL,REAL_SMALL,NET,,,,FACE,51,NEUTRAL
59:53.3,7247,1,SELL,REAL_SMALL,NET,,,,FACE,50.9,NEUTRAL
59:54.3,7247.25,17,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,10,109,INVERT,50.9,NEUTRAL
59:54.4,7247,4,BUY,INVERTED,NET,ICEBERG_ASK,11,113,INVERT,50.8,NEUTRAL
59:56.1,7246.75,18,BUY,INVERTED,NET+TIDE,ICEBERG_ASK,12,131,INVERT,50.9,NEUTRAL
59:57.1,7246.5,4,SELL,INVERTED,NET,,,,INVERT,50.4,NEUTRAL
